Sr.No,Washer_Dryer,AC,Parking,Fireplace,Dishwasher,Hardwood_floors,Roofdeck,Storage
3464,Yes,Yes,Yes,Yes,No,No,No,Yes
3465,Yes,Yes,Yes,Yes,Yes,No,No,No
3466,Yes,Yes,Yes,Yes,No,No,No,No
3467,Yes,Yes,Yes,No,No,No,No,No
3468,Yes,Yes,Yes,Yes,No,No,No,No
3469,Yes,Yes,Yes,Yes,Yes,No,No,No
3470,Yes,Yes,Yes,Yes,No,No,No,No
3471,Yes,Yes,Yes,Yes,No,No,No,No
3472,Yes,Yes,Yes,Yes,No,No,Yes,No
3473,Yes,Yes,No,Yes,No,No,No,No
3474,Yes,Yes,Yes,Yes,No,No,No,No
3475,Yes,Yes,Yes,Yes,No,No,No,No
3476,Yes,Yes,Yes,Yes,No,No,No,No
3477,Yes,Yes,Yes,Yes,No,No,No,No
3478,Yes,Yes,Yes,Yes,No,No,No,No
3479,Yes,Yes,Yes,Yes,No,No,No,No
3480,Yes,Yes,No,Yes,No,No,No,No
3481,Yes,Yes,Yes,Yes,No,No,No,No
3482,Yes,Yes,No,Yes,No,No,No,No
3483,Yes,Yes,Yes,Yes,Yes,No,No,No
3484,Yes,Yes,Yes,Yes,No,No,No,No
3485,Yes,Yes,Yes,Yes,No,No,No,No
3486,Yes,Yes,Yes,Yes,No,No,No,No
3487,Yes,Yes,Yes,Yes,No,No,No,No
3488,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3489,Yes,Yes,Yes,Yes,No,No,No,No
3490,Yes,Yes,No,Yes,No,No,No,No
3491,Yes,Yes,No,Yes,No,No,No,No
3492,Yes,Yes,Yes,Yes,No,No,No,No
3493,Yes,Yes,No,Yes,No,No,No,No
3494,Yes,Yes,Yes,Yes,No,No,No,No
3495,Yes,Yes,Yes,Yes,No,No,No,No
3496,Yes,Yes,Yes,Yes,No,No,No,No
3497,Yes,Yes,Yes,Yes,No,No,No,No
3498,Yes,Yes,Yes,Yes,No,No,No,No
3499,Yes,Yes,Yes,Yes,No,No,No,No
3500,Yes,Yes,Yes,Yes,No,No,No,No
3501,Yes,Yes,Yes,Yes,No,No,No,No
3502,Yes,Yes,Yes,Yes,No,No,No,No
3503,Yes,Yes,Yes,Yes,Yes,No,No,No
3504,Yes,Yes,Yes,Yes,No,No,No,Yes
3505,Yes,Yes,Yes,No,No,No,No,No
3506,Yes,Yes,Yes,Yes,No,No,No,No
3507,Yes,Yes,No,Yes,Yes,No,No,No
3508,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3509,Yes,Yes,No,Yes,No,No,No,No
3510,Yes,Yes,Yes,Yes,Yes,No,No,No
3511,Yes,Yes,Yes,No,No,No,No,No
3512,Yes,Yes,No,Yes,No,No,No,No
3513,Yes,Yes,Yes,Yes,No,No,No,No
3514,Yes,Yes,Yes,Yes,No,No,No,No
3515,Yes,Yes,Yes,Yes,No,No,No,No
3516,Yes,Yes,Yes,Yes,No,No,No,No
3517,Yes,Yes,No,Yes,No,No,No,No
3518,Yes,Yes,Yes,No,No,No,No,No
3519,Yes,Yes,No,Yes,No,No,No,No
3520,Yes,Yes,No,Yes,No,No,No,No
3521,Yes,Yes,Yes,Yes,No,No,No,No
3522,Yes,Yes,Yes,Yes,No,No,No,No
3523,Yes,Yes,No,Yes,No,No,No,No
3524,Yes,Yes,Yes,Yes,No,No,No,No
3525,Yes,Yes,Yes,Yes,Yes,No,No,No
3526,Yes,Yes,Yes,Yes,Yes,No,No,No
3527,Yes,Yes,Yes,Yes,No,No,No,Yes
3528,Yes,Yes,Yes,Yes,Yes,No,No,No
3529,Yes,Yes,Yes,Yes,No,No,No,No
3530,Yes,Yes,Yes,Yes,No,No,No,No
3531,Yes,Yes,Yes,Yes,Yes,No,No,No
3532,Yes,Yes,Yes,Yes,No,No,No,No
3533,Yes,Yes,No,Yes,No,No,No,No
3534,Yes,Yes,No,Yes,No,No,No,No
3535,Yes,Yes,Yes,Yes,No,No,No,No
3536,Yes,Yes,Yes,Yes,No,No,No,No
3537,Yes,Yes,Yes,Yes,No,No,No,No
3538,Yes,Yes,Yes,Yes,No,No,No,No
3539,Yes,Yes,Yes,Yes,No,No,No,No
3540,Yes,Yes,No,Yes,Yes,No,No,No
3541,Yes,Yes,Yes,Yes,No,No,No,No
3542,Yes,Yes,Yes,Yes,No,No,No,No
3543,Yes,Yes,Yes,Yes,Yes,No,No,No
3544,Yes,Yes,Yes,Yes,No,No,No,No
3545,Yes,Yes,Yes,Yes,Yes,No,No,No
3546,Yes,Yes,Yes,Yes,No,No,No,No
3547,Yes,Yes,Yes,Yes,No,No,No,No
3548,Yes,Yes,Yes,Yes,No,No,No,No
3549,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3550,Yes,Yes,Yes,Yes,Yes,No,No,No
3551,Yes,Yes,Yes,Yes,No,No,No,No
3552,Yes,Yes,No,Yes,No,No,No,No
3553,Yes,Yes,Yes,Yes,No,No,No,No
3554,Yes,Yes,Yes,Yes,Yes,No,No,No
3555,Yes,Yes,Yes,Yes,No,No,No,No
3556,Yes,Yes,Yes,Yes,No,No,No,No
3557,Yes,Yes,Yes,Yes,Yes,No,No,No
3558,Yes,Yes,Yes,Yes,Yes,No,No,No
3559,Yes,Yes,No,Yes,Yes,No,No,No
3560,Yes,Yes,Yes,Yes,No,No,No,No
3561,Yes,Yes,No,Yes,No,No,No,No
3562,Yes,Yes,Yes,No,No,No,No,No
3563,Yes,Yes,Yes,Yes,No,No,No,No
3564,Yes,Yes,Yes,Yes,No,No,No,No
3565,Yes,Yes,Yes,Yes,No,No,No,No
3566,Yes,Yes,No,Yes,No,No,No,No
3567,No,Yes,Yes,No,No,No,No,No
3568,Yes,No,Yes,No,No,No,No,No
3569,Yes,Yes,No,Yes,Yes,No,No,No
3570,Yes,No,Yes,No,No,No,No,No
3571,Yes,Yes,Yes,Yes,No,No,No,No
3572,Yes,Yes,Yes,Yes,No,No,No,Yes
3573,Yes,Yes,No,Yes,No,No,No,No
3574,Yes,Yes,Yes,Yes,No,No,No,No
3575,Yes,Yes,Yes,Yes,No,No,No,No
3576,Yes,Yes,No,Yes,No,No,No,No
3577,Yes,Yes,Yes,Yes,Yes,No,No,No
3578,Yes,Yes,No,Yes,No,No,No,No
3579,Yes,Yes,Yes,Yes,No,No,No,No
3580,Yes,Yes,Yes,Yes,Yes,No,No,No
3581,No,Yes,Yes,No,No,No,No,No
3582,Yes,Yes,Yes,Yes,No,No,No,No
3583,Yes,Yes,Yes,Yes,No,No,No,No
3584,Yes,Yes,Yes,Yes,No,No,No,No
3585,Yes,Yes,Yes,Yes,No,No,No,No
3586,Yes,Yes,Yes,Yes,No,No,No,Yes
3587,Yes,Yes,Yes,Yes,No,No,No,No
3588,Yes,Yes,No,Yes,Yes,No,No,No
3589,Yes,Yes,Yes,Yes,Yes,No,No,No
3590,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3591,Yes,Yes,No,Yes,No,No,No,No
3592,Yes,Yes,Yes,Yes,No,No,No,No
3593,Yes,Yes,Yes,Yes,No,No,No,No
3594,Yes,Yes,No,Yes,No,No,No,No
3595,Yes,Yes,Yes,Yes,No,No,No,No
3596,No,Yes,Yes,No,No,No,No,No
3597,Yes,Yes,No,Yes,No,No,No,No
3598,Yes,Yes,No,Yes,No,No,No,No
3599,No,Yes,No,No,No,No,No,No
3600,Yes,Yes,Yes,Yes,No,No,No,No
3601,Yes,Yes,Yes,Yes,Yes,No,No,No
3602,Yes,Yes,Yes,Yes,No,No,No,No
3603,Yes,Yes,Yes,Yes,No,No,No,No
3604,Yes,Yes,Yes,Yes,No,No,Yes,No
3605,Yes,Yes,Yes,Yes,No,No,No,No
3606,Yes,Yes,No,Yes,No,No,No,No
3607,Yes,Yes,No,Yes,No,No,No,No
3608,Yes,Yes,Yes,Yes,No,No,No,No
3609,Yes,Yes,Yes,Yes,Yes,No,No,No
3610,Yes,Yes,Yes,Yes,No,No,No,No
3611,Yes,Yes,No,Yes,No,No,No,No
3612,Yes,Yes,No,Yes,No,No,No,No
3613,Yes,Yes,Yes,Yes,No,No,No,No
3614,Yes,Yes,Yes,Yes,Yes,No,No,No
3615,Yes,Yes,Yes,Yes,No,No,No,No
3616,Yes,Yes,Yes,Yes,No,No,No,No
3617,Yes,Yes,No,Yes,No,No,No,No
3618,Yes,Yes,No,Yes,No,No,No,No
3619,Yes,Yes,Yes,Yes,No,No,No,No
3620,Yes,Yes,Yes,Yes,No,No,No,No
3621,Yes,Yes,Yes,Yes,No,No,No,No
3622,Yes,Yes,No,Yes,No,No,No,No
3623,Yes,Yes,No,Yes,No,No,No,No
3624,Yes,Yes,Yes,Yes,No,No,No,No
3625,Yes,Yes,Yes,Yes,No,No,No,No
3626,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3627,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3628,Yes,Yes,Yes,Yes,Yes,No,No,No
3629,Yes,Yes,No,Yes,No,No,No,No
3630,Yes,Yes,Yes,Yes,No,No,No,No
3631,Yes,Yes,Yes,Yes,No,No,No,No
3632,Yes,Yes,No,No,No,No,No,No
3633,Yes,Yes,Yes,Yes,No,No,No,No
3634,No,Yes,Yes,No,No,No,No,Yes
3635,Yes,Yes,Yes,Yes,Yes,No,No,No
3636,Yes,Yes,Yes,Yes,No,No,No,No
3637,Yes,Yes,No,Yes,No,No,No,No
3638,Yes,Yes,Yes,Yes,Yes,No,No,No
3639,Yes,Yes,Yes,No,No,No,No,No
3640,Yes,Yes,No,Yes,No,No,Yes,No
3641,Yes,Yes,Yes,Yes,No,No,No,No
3642,Yes,Yes,Yes,Yes,No,No,No,No
3643,Yes,Yes,No,Yes,No,No,No,No
3644,Yes,Yes,Yes,Yes,No,No,No,No
3645,Yes,Yes,No,Yes,No,No,No,No
3646,Yes,Yes,Yes,Yes,No,No,No,No
3647,Yes,Yes,Yes,Yes,No,No,Yes,No
3648,Yes,Yes,No,Yes,No,No,No,No
3649,Yes,Yes,Yes,Yes,No,No,No,No
3650,Yes,Yes,Yes,Yes,No,No,No,No
3651,Yes,Yes,Yes,Yes,Yes,No,No,No
3652,Yes,Yes,Yes,No,No,No,No,No
3653,Yes,Yes,Yes,Yes,No,No,No,No
3654,Yes,Yes,No,Yes,No,No,No,No
3655,Yes,Yes,Yes,Yes,Yes,No,No,No
3656,Yes,Yes,Yes,Yes,No,No,No,No
3657,Yes,Yes,Yes,Yes,Yes,No,No,No
3658,Yes,Yes,No,Yes,No,No,No,No
3659,Yes,Yes,Yes,Yes,No,No,No,No
3660,Yes,Yes,Yes,Yes,No,No,No,No
3661,Yes,No,Yes,Yes,No,No,No,No
3662,Yes,Yes,Yes,Yes,No,No,No,No
3663,Yes,Yes,Yes,Yes,No,No,No,No
3664,Yes,Yes,Yes,Yes,No,No,No,No
3665,Yes,Yes,Yes,Yes,Yes,No,No,No
3666,Yes,Yes,No,Yes,Yes,No,No,No
3667,Yes,Yes,Yes,Yes,No,No,Yes,No
3668,Yes,Yes,Yes,Yes,No,No,No,No
3669,Yes,Yes,No,Yes,No,No,Yes,No
3670,Yes,Yes,Yes,Yes,No,No,No,No
3671,Yes,Yes,No,Yes,Yes,No,No,No
3672,Yes,Yes,Yes,Yes,No,No,No,No
3673,Yes,Yes,Yes,Yes,No,No,No,No
3674,Yes,Yes,Yes,Yes,No,No,No,No
3675,Yes,Yes,Yes,Yes,No,No,No,No
3676,Yes,Yes,No,Yes,No,No,No,No
3677,Yes,Yes,No,Yes,No,No,No,No
3678,Yes,Yes,No,Yes,No,No,No,No
3679,Yes,Yes,Yes,Yes,No,No,No,Yes
3680,Yes,Yes,Yes,Yes,No,No,No,No
3681,Yes,Yes,Yes,Yes,No,No,No,No
3682,Yes,Yes,Yes,Yes,No,No,No,No
3683,Yes,Yes,Yes,Yes,No,No,No,No
3684,Yes,Yes,No,Yes,No,No,No,No
3685,Yes,Yes,No,Yes,Yes,No,No,No
3686,Yes,Yes,Yes,Yes,No,No,No,No
3687,Yes,Yes,Yes,Yes,No,No,No,No
3688,Yes,Yes,No,Yes,Yes,No,No,No
3689,Yes,Yes,Yes,Yes,Yes,No,No,No
3690,Yes,Yes,Yes,No,No,No,No,No
3691,Yes,Yes,Yes,Yes,No,No,No,No
3692,Yes,Yes,Yes,Yes,No,No,No,No
3693,Yes,Yes,Yes,Yes,No,No,No,No
3694,Yes,Yes,Yes,Yes,No,No,No,No
3695,Yes,Yes,No,Yes,No,No,No,No
3696,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3697,Yes,Yes,Yes,Yes,Yes,No,No,No
3698,Yes,Yes,Yes,Yes,Yes,No,No,No
3699,Yes,Yes,Yes,Yes,Yes,No,No,No
3700,Yes,Yes,Yes,Yes,Yes,No,No,No
3701,Yes,Yes,Yes,Yes,No,No,No,No
3702,Yes,Yes,Yes,Yes,Yes,No,No,No
3703,Yes,Yes,Yes,Yes,Yes,No,No,No
3704,Yes,Yes,Yes,Yes,Yes,No,No,No
3705,Yes,Yes,Yes,Yes,Yes,No,No,No
3706,Yes,Yes,Yes,Yes,Yes,No,No,No
3707,Yes,Yes,Yes,Yes,Yes,No,No,No
3708,Yes,Yes,Yes,Yes,Yes,No,No,No
3709,Yes,Yes,Yes,Yes,Yes,No,No,No
3710,Yes,Yes,Yes,Yes,Yes,No,No,No
3711,Yes,Yes,Yes,Yes,Yes,No,No,No
3712,Yes,Yes,Yes,Yes,No,No,No,No
3713,Yes,Yes,Yes,Yes,Yes,No,No,No
3714,Yes,Yes,Yes,Yes,Yes,No,No,No
3715,Yes,Yes,Yes,Yes,Yes,No,No,No
3716,Yes,Yes,Yes,Yes,Yes,No,No,No
3717,Yes,Yes,Yes,Yes,Yes,No,No,No
3718,Yes,Yes,Yes,Yes,Yes,No,No,No
3719,Yes,Yes,Yes,Yes,Yes,No,No,No
3720,Yes,Yes,Yes,Yes,Yes,No,No,No
3721,Yes,Yes,Yes,Yes,Yes,No,No,No
3722,Yes,Yes,Yes,Yes,Yes,No,No,No
3723,Yes,Yes,Yes,Yes,No,No,No,No
3724,Yes,Yes,Yes,Yes,Yes,No,No,No
3725,Yes,Yes,Yes,Yes,Yes,No,No,No
3726,Yes,Yes,Yes,Yes,No,No,No,No
3727,Yes,Yes,Yes,Yes,Yes,No,No,No
3728,Yes,Yes,Yes,Yes,Yes,No,No,No
3729,Yes,Yes,Yes,Yes,Yes,No,No,No
3730,Yes,Yes,Yes,Yes,Yes,No,No,No
3731,Yes,Yes,Yes,Yes,Yes,No,No,No
3732,Yes,Yes,Yes,Yes,Yes,No,No,No
3733,Yes,Yes,Yes,Yes,Yes,No,No,No
3734,Yes,Yes,Yes,Yes,Yes,No,No,No
3735,No,Yes,Yes,No,No,No,No,No
3736,Yes,Yes,Yes,Yes,No,No,No,No
3737,Yes,Yes,Yes,No,No,No,No,Yes
3738,Yes,Yes,Yes,Yes,Yes,No,No,No
3739,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3740,Yes,Yes,Yes,Yes,Yes,No,No,No
3741,Yes,Yes,Yes,Yes,Yes,No,No,No
3742,Yes,Yes,Yes,Yes,Yes,No,No,No
3743,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3744,Yes,Yes,Yes,Yes,No,No,No,No
3745,Yes,Yes,Yes,Yes,Yes,No,No,No
3746,Yes,Yes,Yes,Yes,Yes,No,No,No
3747,Yes,Yes,Yes,Yes,Yes,No,No,No
3748,Yes,Yes,Yes,Yes,Yes,No,No,No
3749,Yes,Yes,Yes,Yes,Yes,No,No,No
3750,Yes,Yes,Yes,Yes,Yes,No,No,No
3751,Yes,Yes,Yes,Yes,Yes,No,No,No
3752,Yes,Yes,Yes,Yes,Yes,No,No,No
3753,Yes,Yes,Yes,Yes,Yes,No,No,No
3754,Yes,Yes,Yes,Yes,Yes,No,No,No
3755,Yes,Yes,Yes,Yes,Yes,No,No,No
3756,Yes,Yes,Yes,Yes,Yes,No,No,No
3757,Yes,Yes,Yes,Yes,Yes,No,No,No
3758,Yes,Yes,Yes,Yes,Yes,No,No,No
3759,Yes,Yes,Yes,Yes,Yes,No,No,No
3760,Yes,Yes,Yes,Yes,Yes,No,No,No
3761,Yes,Yes,Yes,Yes,Yes,No,No,No
3762,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3763,Yes,Yes,Yes,Yes,Yes,No,No,No
3764,Yes,Yes,Yes,Yes,Yes,No,No,No
3765,Yes,Yes,Yes,Yes,Yes,No,No,No
3766,No,Yes,Yes,Yes,No,No,No,Yes
3767,Yes,Yes,Yes,Yes,Yes,No,No,No
3768,Yes,Yes,Yes,Yes,Yes,No,No,No
3769,Yes,Yes,Yes,Yes,Yes,No,No,No
3770,Yes,Yes,Yes,Yes,Yes,No,No,No
3771,Yes,Yes,Yes,Yes,Yes,No,No,No
3772,Yes,Yes,Yes,Yes,Yes,No,No,No
3773,Yes,Yes,Yes,Yes,Yes,No,No,No
3774,Yes,Yes,Yes,Yes,Yes,No,No,No
3775,Yes,Yes,Yes,Yes,Yes,No,No,No
3776,Yes,Yes,Yes,Yes,Yes,No,No,No
3777,Yes,Yes,Yes,Yes,Yes,No,No,No
3778,Yes,Yes,Yes,Yes,Yes,No,No,No
3779,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3780,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3781,Yes,Yes,Yes,Yes,Yes,No,No,No
3782,No,Yes,Yes,Yes,No,No,No,Yes
3783,Yes,Yes,Yes,Yes,Yes,No,No,No
3784,Yes,Yes,Yes,Yes,Yes,No,No,No
3785,Yes,Yes,Yes,Yes,Yes,No,No,No
3786,Yes,Yes,Yes,Yes,Yes,No,No,No
3787,Yes,Yes,Yes,Yes,Yes,No,No,No
3788,Yes,Yes,Yes,Yes,Yes,No,No,No
3789,Yes,Yes,Yes,Yes,Yes,No,No,No
3790,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3791,Yes,Yes,Yes,Yes,Yes,No,No,No
3792,Yes,Yes,Yes,Yes,Yes,No,No,No
3793,Yes,Yes,Yes,Yes,Yes,No,No,No
3794,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3795,Yes,Yes,Yes,Yes,Yes,No,No,No
3796,Yes,Yes,Yes,Yes,Yes,No,No,No
3797,Yes,Yes,Yes,Yes,Yes,No,No,No
3798,Yes,Yes,Yes,Yes,Yes,No,No,No
3799,Yes,Yes,Yes,Yes,Yes,No,No,No
3800,Yes,Yes,Yes,Yes,Yes,No,No,No
3801,Yes,Yes,Yes,Yes,Yes,No,No,No
3802,Yes,Yes,Yes,Yes,Yes,No,No,No
3803,Yes,Yes,Yes,Yes,No,No,No,No
3804,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3805,Yes,Yes,Yes,Yes,Yes,No,No,No
3806,Yes,Yes,Yes,Yes,Yes,No,No,No
3807,Yes,Yes,Yes,Yes,Yes,No,No,No
3808,Yes,Yes,Yes,Yes,Yes,No,No,No
3809,Yes,Yes,Yes,Yes,Yes,No,No,No
3810,Yes,Yes,Yes,Yes,Yes,No,No,No
3811,Yes,Yes,Yes,Yes,Yes,No,No,No
3812,Yes,Yes,Yes,Yes,Yes,No,No,No
3813,Yes,Yes,Yes,Yes,Yes,No,No,No
3814,Yes,Yes,Yes,Yes,No,No,No,No
3815,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3816,Yes,Yes,Yes,Yes,Yes,No,No,No
3817,Yes,Yes,Yes,Yes,No,No,No,No
3818,Yes,Yes,Yes,Yes,Yes,No,No,No
3819,Yes,Yes,Yes,Yes,Yes,No,No,No
3820,Yes,Yes,Yes,Yes,Yes,No,No,No
3821,Yes,Yes,Yes,Yes,Yes,No,No,No
3822,Yes,Yes,Yes,Yes,Yes,No,No,No
3823,Yes,Yes,Yes,Yes,Yes,No,No,No
3824,Yes,Yes,Yes,Yes,Yes,No,No,No
3825,Yes,Yes,Yes,Yes,Yes,No,No,No
3826,Yes,Yes,Yes,Yes,No,No,No,No
3827,Yes,Yes,Yes,Yes,Yes,No,No,No
3828,Yes,Yes,Yes,Yes,Yes,No,No,No
3829,Yes,Yes,Yes,Yes,No,No,No,No
3830,Yes,Yes,Yes,Yes,Yes,No,No,No
3831,Yes,Yes,Yes,Yes,Yes,No,No,No
3832,Yes,Yes,Yes,Yes,Yes,No,No,No
3833,Yes,Yes,Yes,Yes,Yes,No,No,No
3834,Yes,Yes,Yes,Yes,Yes,No,No,No
3835,Yes,Yes,Yes,Yes,Yes,No,No,No
3836,Yes,Yes,Yes,Yes,Yes,No,No,No
3837,Yes,Yes,Yes,Yes,Yes,No,No,No
3838,Yes,Yes,Yes,Yes,No,No,No,No
3839,Yes,Yes,Yes,Yes,Yes,No,No,No
3840,Yes,Yes,Yes,Yes,Yes,No,No,No
3841,Yes,Yes,Yes,Yes,Yes,No,No,No
3842,No,No,No,No,No,No,No,No
3843,Yes,Yes,Yes,Yes,Yes,No,No,No
3844,Yes,Yes,Yes,Yes,Yes,No,No,No
3845,Yes,Yes,Yes,Yes,Yes,No,No,No
3846,Yes,Yes,Yes,Yes,Yes,No,No,No
3847,Yes,Yes,Yes,Yes,Yes,No,No,No
3848,Yes,Yes,Yes,Yes,Yes,No,No,No
3849,Yes,Yes,Yes,Yes,Yes,No,No,No
3850,Yes,Yes,Yes,Yes,Yes,No,No,No
3851,Yes,Yes,Yes,Yes,Yes,No,No,No
3852,Yes,Yes,Yes,Yes,Yes,No,No,No
3853,Yes,Yes,Yes,Yes,Yes,No,No,No
3854,Yes,Yes,Yes,Yes,Yes,No,No,No
3855,Yes,Yes,Yes,Yes,Yes,No,No,No
3856,Yes,Yes,Yes,Yes,Yes,No,No,No
3857,Yes,Yes,Yes,Yes,Yes,No,No,No
3858,Yes,Yes,Yes,Yes,Yes,No,No,No
3859,Yes,Yes,Yes,Yes,Yes,No,No,No
3860,Yes,Yes,Yes,Yes,Yes,No,No,No
3861,Yes,Yes,Yes,Yes,Yes,No,No,No
3862,Yes,Yes,Yes,No,No,No,No,Yes
3863,Yes,Yes,Yes,Yes,Yes,No,No,No
3864,Yes,Yes,Yes,Yes,Yes,No,No,No
3865,Yes,Yes,Yes,Yes,Yes,No,No,No
3866,Yes,Yes,Yes,Yes,Yes,No,No,No
3867,Yes,Yes,Yes,Yes,Yes,No,No,No
3868,Yes,Yes,Yes,Yes,Yes,No,No,No
3869,Yes,Yes,Yes,Yes,Yes,No,No,No
3870,Yes,Yes,Yes,Yes,Yes,No,No,No
3871,Yes,Yes,Yes,Yes,Yes,No,No,No
3872,Yes,Yes,Yes,Yes,Yes,No,No,No
3873,Yes,Yes,Yes,Yes,Yes,No,No,No
3874,Yes,Yes,Yes,Yes,Yes,No,No,No
3875,Yes,Yes,Yes,Yes,Yes,No,No,No
3876,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3877,Yes,Yes,Yes,Yes,Yes,No,No,No
3878,Yes,Yes,Yes,Yes,Yes,No,No,No
3879,Yes,Yes,Yes,Yes,Yes,No,No,No
3880,Yes,Yes,Yes,Yes,Yes,No,No,No
3881,Yes,Yes,Yes,Yes,Yes,No,No,No
3882,Yes,Yes,Yes,Yes,No,No,No,No
3883,Yes,Yes,Yes,Yes,Yes,No,No,No
3884,Yes,Yes,Yes,Yes,Yes,No,No,No
3885,Yes,Yes,Yes,Yes,Yes,No,No,No
3886,Yes,Yes,Yes,Yes,Yes,No,No,No
3887,Yes,Yes,Yes,Yes,Yes,No,No,No
3888,Yes,Yes,Yes,Yes,Yes,No,No,No
3889,Yes,Yes,Yes,Yes,Yes,No,No,No
3890,Yes,Yes,Yes,Yes,No,No,Yes,No
3891,Yes,Yes,Yes,Yes,Yes,No,No,No
3892,Yes,Yes,Yes,Yes,Yes,No,No,No
3893,Yes,Yes,Yes,Yes,Yes,No,No,No
3894,Yes,Yes,Yes,Yes,No,No,No,No
3895,Yes,Yes,Yes,Yes,No,No,No,No
3896,Yes,Yes,Yes,Yes,Yes,No,No,No
3897,Yes,Yes,Yes,Yes,Yes,No,No,No
3898,Yes,Yes,Yes,Yes,Yes,No,No,No
3899,Yes,Yes,Yes,Yes,Yes,No,No,No
3900,Yes,Yes,Yes,Yes,Yes,No,No,No
3901,Yes,Yes,Yes,Yes,Yes,No,No,No
3902,Yes,Yes,Yes,Yes,Yes,No,No,No
3903,Yes,Yes,Yes,Yes,Yes,No,No,No
3904,Yes,Yes,Yes,Yes,Yes,No,No,No
3905,Yes,Yes,Yes,Yes,No,No,No,No
3906,Yes,Yes,Yes,Yes,Yes,No,No,No
3907,Yes,Yes,Yes,Yes,Yes,No,No,No
3908,Yes,Yes,Yes,Yes,Yes,No,No,No
3909,Yes,Yes,Yes,Yes,No,No,No,No
3910,Yes,Yes,Yes,Yes,Yes,No,No,No
3911,Yes,Yes,Yes,Yes,Yes,No,No,No
3912,Yes,Yes,Yes,Yes,Yes,No,No,No
3913,Yes,Yes,Yes,Yes,Yes,No,No,No
3914,Yes,Yes,Yes,Yes,Yes,No,No,No
3915,Yes,Yes,Yes,Yes,Yes,No,No,No
3916,Yes,Yes,Yes,Yes,Yes,No,No,No
3917,Yes,Yes,Yes,Yes,Yes,No,No,No
3918,Yes,Yes,Yes,Yes,Yes,No,No,No
3919,Yes,Yes,Yes,Yes,Yes,No,No,No
3920,Yes,Yes,Yes,Yes,Yes,No,No,No
3921,Yes,Yes,Yes,Yes,Yes,No,No,No
3922,Yes,Yes,Yes,Yes,Yes,No,No,No
3923,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3924,Yes,Yes,Yes,Yes,Yes,No,No,No
3925,Yes,Yes,Yes,Yes,Yes,No,No,No
3926,Yes,Yes,Yes,Yes,Yes,No,No,No
3927,Yes,Yes,Yes,Yes,Yes,No,No,No
3928,Yes,Yes,Yes,Yes,No,No,No,No
3929,Yes,Yes,Yes,Yes,Yes,No,No,No
3930,Yes,Yes,Yes,Yes,Yes,No,No,No
3931,Yes,Yes,Yes,Yes,Yes,No,No,No
3932,Yes,Yes,Yes,Yes,Yes,No,No,No
3933,Yes,Yes,Yes,Yes,Yes,No,No,No
3934,Yes,Yes,Yes,Yes,Yes,No,No,No
3935,Yes,Yes,Yes,Yes,Yes,No,No,No
3936,Yes,Yes,Yes,Yes,Yes,No,No,No
3937,Yes,Yes,Yes,Yes,Yes,No,No,No
3938,Yes,Yes,Yes,Yes,Yes,No,No,No
3939,Yes,Yes,Yes,Yes,Yes,No,No,No
3940,Yes,Yes,Yes,Yes,No,No,No,No
3941,Yes,Yes,Yes,Yes,Yes,No,No,No
3942,No,Yes,Yes,No,No,No,No,No
3943,Yes,Yes,Yes,Yes,Yes,No,No,No
3944,Yes,Yes,Yes,Yes,Yes,No,No,No
3945,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3946,Yes,Yes,Yes,Yes,Yes,No,No,No
3947,Yes,Yes,Yes,Yes,Yes,No,No,No
3948,No,Yes,Yes,Yes,No,No,No,No
3949,Yes,Yes,Yes,Yes,Yes,No,No,No
3950,Yes,Yes,Yes,Yes,Yes,No,No,No
3951,Yes,Yes,Yes,No,Yes,No,No,No
3952,Yes,Yes,Yes,Yes,Yes,No,No,No
3953,Yes,Yes,Yes,Yes,Yes,No,No,No
3954,Yes,Yes,Yes,Yes,Yes,No,No,No
3955,Yes,Yes,No,Yes,No,No,No,No
3956,Yes,Yes,Yes,Yes,Yes,No,No,No
3957,Yes,Yes,Yes,Yes,Yes,No,Yes,No
3958,Yes,Yes,Yes,Yes,Yes,No,No,No
3959,Yes,Yes,Yes,Yes,Yes,No,No,No
3960,Yes,Yes,Yes,Yes,Yes,No,No,No
3961,Yes,No,Yes,Yes,Yes,No,No,No
3962,No,Yes,No,No,No,No,No,No
3963,Yes,Yes,No,No,No,No,No,No
