Sr.No,Washer_Dryer,AC,Parking,Fireplace,Dishwasher,Hardwood_floors,Roofdeck,Storage
1515,Yes,Yes,No,No,No,No,Yes,No
1516,Yes,Yes,Yes,Yes,Yes,No,No,No
1517,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1518,No,Yes,No,No,No,No,No,Yes
1519,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1520,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1521,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1522,No,Yes,No,No,No,No,No,No
1523,Yes,Yes,Yes,Yes,Yes,No,No,No
1524,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1525,Yes,Yes,No,No,Yes,No,No,No
1526,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1527,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1528,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1529,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1530,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1531,Yes,Yes,Yes,No,Yes,No,No,No
1532,Yes,Yes,Yes,Yes,Yes,No,No,No
1533,No,Yes,No,No,Yes,No,Yes,No
1534,Yes,Yes,Yes,No,Yes,No,No,No
1535,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1536,Yes,Yes,Yes,Yes,Yes,No,No,No
1537,Yes,Yes,Yes,No,Yes,No,Yes,No
1538,Yes,Yes,Yes,Yes,Yes,No,No,No
1539,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1540,Yes,Yes,Yes,Yes,Yes,No,No,No
1541,Yes,Yes,Yes,Yes,Yes,No,No,No
1542,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1543,No,No,No,No,No,No,No,No
1544,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1545,No,Yes,No,No,Yes,Yes,No,No
1546,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1547,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1548,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1549,Yes,Yes,Yes,Yes,Yes,No,No,No
1550,Yes,Yes,Yes,Yes,Yes,No,No,No
1551,Yes,Yes,Yes,No,Yes,No,No,Yes
1552,Yes,Yes,Yes,Yes,Yes,No,No,No
1553,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1554,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1555,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1556,Yes,Yes,Yes,Yes,Yes,No,No,No
1557,Yes,No,Yes,Yes,Yes,Yes,Yes,No
1558,Yes,Yes,Yes,No,Yes,Yes,Yes,No
1559,No,Yes,Yes,No,No,No,No,No
1560,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1561,Yes,Yes,Yes,No,Yes,No,No,No
1562,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1563,Yes,Yes,Yes,No,Yes,Yes,No,No
1564,Yes,Yes,Yes,Yes,Yes,No,No,No
1565,No,Yes,Yes,Yes,Yes,No,No,No
1566,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1567,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1568,No,Yes,Yes,Yes,Yes,No,Yes,No
1569,Yes,Yes,Yes,No,No,No,No,No
1570,Yes,Yes,Yes,Yes,Yes,No,No,No
1571,Yes,Yes,Yes,Yes,Yes,No,No,No
1572,Yes,Yes,Yes,Yes,Yes,No,No,No
1573,Yes,Yes,Yes,No,Yes,No,No,No
1574,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1575,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1576,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1577,Yes,Yes,Yes,Yes,Yes,No,No,No
1578,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1579,Yes,Yes,Yes,Yes,Yes,No,No,No
1580,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1581,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1582,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1583,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1584,Yes,Yes,Yes,Yes,Yes,No,No,No
1585,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1586,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1587,No,No,No,No,No,No,No,No
1588,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1589,Yes,Yes,Yes,Yes,Yes,No,No,No
1590,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1591,No,Yes,Yes,No,No,No,No,No
1592,No,Yes,No,No,No,No,No,No
1593,Yes,Yes,No,Yes,Yes,Yes,No,No
1594,Yes,Yes,Yes,Yes,Yes,No,No,No
1595,Yes,Yes,Yes,Yes,Yes,No,No,No
1596,Yes,Yes,Yes,Yes,Yes,No,No,No
1597,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1598,Yes,Yes,Yes,Yes,Yes,No,No,No
1599,No,Yes,Yes,No,No,No,No,No
1600,No,Yes,Yes,No,No,No,No,Yes
1601,Yes,Yes,Yes,Yes,Yes,No,No,No
1602,No,Yes,Yes,No,No,No,No,No
1603,No,Yes,No,Yes,Yes,No,No,No
1604,No,Yes,Yes,No,Yes,Yes,Yes,No
1605,Yes,Yes,Yes,Yes,Yes,No,No,No
1606,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1607,Yes,No,Yes,Yes,Yes,Yes,No,No
1608,Yes,Yes,No,No,No,No,No,No
1609,No,Yes,Yes,Yes,No,No,No,No
1610,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1611,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1612,Yes,Yes,Yes,Yes,Yes,No,No,No
1613,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1614,Yes,Yes,Yes,Yes,Yes,No,No,No
1615,Yes,Yes,Yes,Yes,Yes,No,No,No
1616,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1617,Yes,Yes,Yes,No,No,No,No,No
1618,Yes,Yes,Yes,Yes,Yes,No,No,No
1619,No,Yes,No,No,No,No,No,No
1620,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1621,No,Yes,No,No,No,No,No,No
1622,Yes,Yes,Yes,Yes,Yes,No,No,No
1623,No,Yes,No,Yes,No,No,No,Yes
1624,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1625,No,No,Yes,No,No,No,No,No
1626,No,Yes,Yes,Yes,No,No,No,No
1627,Yes,Yes,Yes,Yes,Yes,No,No,No
1628,Yes,Yes,Yes,Yes,Yes,No,No,No
1629,Yes,Yes,Yes,Yes,Yes,No,No,No
1630,Yes,Yes,Yes,Yes,No,No,Yes,No
1631,Yes,Yes,Yes,Yes,Yes,No,No,No
1632,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1633,Yes,Yes,Yes,No,Yes,No,Yes,No
1634,Yes,Yes,Yes,No,No,No,No,Yes
1635,Yes,Yes,Yes,Yes,Yes,No,No,No
1636,No,Yes,Yes,No,No,No,No,No
1637,Yes,Yes,No,Yes,Yes,No,No,No
1638,Yes,Yes,Yes,Yes,Yes,No,No,No
1639,Yes,Yes,Yes,Yes,Yes,No,No,No
1640,Yes,Yes,Yes,Yes,Yes,No,No,No
1641,No,Yes,No,No,No,No,No,Yes
1642,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1643,Yes,Yes,Yes,Yes,Yes,No,No,No
1644,Yes,Yes,Yes,Yes,Yes,No,No,No
1645,Yes,Yes,Yes,No,No,No,No,Yes
1646,Yes,Yes,No,No,No,Yes,No,No
1647,Yes,Yes,Yes,Yes,No,No,No,Yes
1648,Yes,Yes,Yes,Yes,No,No,No,No
1649,No,Yes,Yes,No,No,No,No,Yes
1650,Yes,Yes,Yes,Yes,No,No,No,Yes
1651,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1652,Yes,Yes,Yes,Yes,Yes,No,No,No
1653,Yes,Yes,Yes,No,No,Yes,No,No
1654,Yes,Yes,Yes,No,Yes,No,No,Yes
1655,Yes,Yes,Yes,Yes,Yes,No,No,No
1656,No,Yes,Yes,No,No,No,No,No
1657,No,No,No,No,No,No,No,No
1658,No,Yes,No,No,No,No,No,Yes
1659,Yes,Yes,Yes,Yes,Yes,No,No,No
1660,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1661,Yes,Yes,Yes,Yes,Yes,No,No,No
1662,Yes,Yes,Yes,Yes,Yes,No,No,No
1663,No,Yes,Yes,No,No,No,No,Yes
1664,Yes,Yes,Yes,Yes,Yes,No,No,No
1665,No,Yes,Yes,Yes,Yes,No,No,Yes
1666,Yes,Yes,No,No,Yes,Yes,No,No
1667,No,Yes,Yes,No,No,No,No,No
1668,Yes,Yes,Yes,Yes,Yes,No,No,No
1669,No,No,Yes,No,No,No,No,No
1670,Yes,Yes,Yes,No,Yes,Yes,No,No
1671,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1672,Yes,Yes,No,Yes,Yes,No,No,No
1673,No,Yes,Yes,Yes,Yes,No,No,No
1674,Yes,Yes,Yes,Yes,Yes,No,No,No
1675,Yes,Yes,Yes,Yes,Yes,No,No,No
1676,Yes,Yes,Yes,Yes,Yes,No,No,No
1677,Yes,Yes,Yes,Yes,Yes,No,No,No
1678,Yes,Yes,Yes,Yes,Yes,No,No,No
1679,Yes,Yes,Yes,Yes,Yes,No,No,No
1680,Yes,Yes,Yes,Yes,Yes,No,No,No
1681,Yes,Yes,Yes,Yes,Yes,No,No,No
1682,No,Yes,No,No,No,No,No,No
1683,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1684,Yes,Yes,Yes,No,Yes,No,No,No
1685,No,Yes,Yes,Yes,No,No,Yes,Yes
1686,Yes,Yes,Yes,Yes,Yes,No,No,No
1687,No,No,Yes,No,Yes,Yes,Yes,No
1688,Yes,Yes,Yes,Yes,Yes,No,No,No
1689,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1690,Yes,Yes,Yes,Yes,Yes,No,No,No
1691,Yes,Yes,No,No,No,No,No,No
1692,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1693,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1694,Yes,Yes,Yes,Yes,Yes,No,No,No
1695,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1696,Yes,Yes,Yes,Yes,Yes,No,No,No
1697,Yes,Yes,Yes,Yes,Yes,No,No,No
1698,Yes,Yes,Yes,Yes,Yes,No,No,No
1699,Yes,Yes,Yes,Yes,Yes,No,No,No
1700,Yes,Yes,Yes,Yes,Yes,No,No,No
1701,Yes,Yes,Yes,No,Yes,No,No,Yes
1702,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1703,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1704,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1705,Yes,Yes,Yes,Yes,Yes,No,No,No
1706,No,Yes,Yes,No,No,No,No,No
1707,Yes,Yes,Yes,Yes,Yes,No,No,No
1708,Yes,Yes,Yes,Yes,Yes,No,No,No
1709,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1710,Yes,Yes,Yes,No,Yes,No,No,No
1711,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1712,Yes,Yes,Yes,No,No,No,No,No
1713,Yes,Yes,Yes,Yes,Yes,No,No,No
1714,No,Yes,No,No,No,No,No,No
1715,Yes,Yes,Yes,Yes,Yes,No,No,No
1716,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1717,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1718,Yes,Yes,Yes,Yes,Yes,No,No,No
1719,Yes,Yes,Yes,Yes,Yes,No,No,No
1720,Yes,Yes,No,Yes,Yes,No,No,Yes
1721,No,No,Yes,No,No,No,No,No
1722,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1723,Yes,Yes,Yes,No,No,No,No,No
1724,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1725,No,Yes,Yes,No,No,No,No,No
1726,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1727,Yes,Yes,Yes,No,Yes,No,No,Yes
1728,Yes,Yes,Yes,No,Yes,No,No,No
1729,Yes,Yes,Yes,Yes,Yes,No,No,No
1730,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1731,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1732,Yes,Yes,Yes,Yes,Yes,No,No,No
1733,Yes,Yes,Yes,Yes,Yes,No,No,No
1734,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1735,Yes,Yes,Yes,Yes,No,No,No,No
1736,Yes,Yes,No,Yes,Yes,Yes,No,No
1737,Yes,Yes,Yes,Yes,Yes,No,No,No
1738,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1739,Yes,Yes,Yes,Yes,No,No,Yes,No
1740,Yes,Yes,Yes,Yes,Yes,No,No,No
1741,Yes,Yes,Yes,Yes,Yes,No,No,No
1742,No,Yes,No,No,No,No,No,No
1743,Yes,Yes,Yes,Yes,Yes,No,No,No
1744,Yes,Yes,Yes,No,Yes,No,No,No
1745,Yes,Yes,No,No,Yes,Yes,No,No
1746,Yes,Yes,Yes,Yes,Yes,No,No,No
1747,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1748,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1749,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1750,Yes,Yes,Yes,Yes,Yes,No,No,No
1751,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1752,No,No,No,No,No,No,No,No
1753,Yes,Yes,Yes,Yes,Yes,No,No,No
1754,Yes,Yes,Yes,Yes,Yes,No,No,No
1755,Yes,Yes,Yes,Yes,Yes,No,No,No
1756,Yes,Yes,Yes,Yes,No,No,No,No
1757,Yes,Yes,No,No,Yes,Yes,No,No
1758,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1759,Yes,Yes,Yes,Yes,Yes,No,No,No
1760,Yes,Yes,Yes,Yes,Yes,No,No,No
1761,No,Yes,No,No,No,No,No,No
1762,No,Yes,Yes,Yes,Yes,No,No,No
1763,Yes,Yes,Yes,Yes,Yes,No,No,No
1764,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1765,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1766,Yes,Yes,Yes,Yes,Yes,No,No,No
1767,No,No,Yes,No,No,No,No,Yes
1768,No,No,Yes,No,No,No,No,No
1769,Yes,Yes,Yes,Yes,Yes,No,No,No
1770,Yes,No,Yes,No,No,No,No,Yes
1771,Yes,Yes,Yes,Yes,No,No,Yes,No
1772,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1773,No,Yes,Yes,No,No,No,No,No
1774,Yes,Yes,Yes,No,Yes,No,No,No
1775,Yes,Yes,Yes,Yes,Yes,No,No,No
1776,No,No,Yes,No,No,No,No,No
1777,No,Yes,Yes,Yes,Yes,No,No,Yes
1778,Yes,Yes,Yes,No,No,No,No,No
1779,Yes,Yes,Yes,Yes,Yes,No,No,No
1780,No,Yes,Yes,No,No,No,No,No
1781,No,Yes,Yes,No,No,No,No,No
1782,Yes,Yes,Yes,Yes,Yes,No,No,No
1783,Yes,Yes,Yes,Yes,Yes,No,No,No
1784,Yes,Yes,No,Yes,Yes,No,No,No
1785,Yes,Yes,Yes,Yes,Yes,No,No,No
1786,Yes,Yes,Yes,Yes,Yes,No,No,No
1787,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1788,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1789,No,Yes,Yes,Yes,Yes,No,No,No
1790,Yes,Yes,Yes,Yes,Yes,No,No,No
1791,Yes,Yes,Yes,Yes,Yes,No,No,No
1792,Yes,Yes,Yes,Yes,Yes,No,No,No
1793,Yes,Yes,Yes,No,Yes,No,No,Yes
1794,Yes,Yes,Yes,Yes,Yes,No,No,No
1795,Yes,Yes,Yes,Yes,Yes,No,No,No
1796,Yes,No,Yes,No,No,No,No,Yes
1797,No,No,Yes,No,No,No,No,No
1798,No,Yes,No,No,No,No,No,No
1799,Yes,Yes,Yes,Yes,Yes,No,No,No
1800,Yes,Yes,Yes,Yes,Yes,No,No,No
1801,No,No,Yes,No,No,Yes,No,No
1802,Yes,Yes,Yes,No,Yes,No,No,Yes
1803,Yes,Yes,Yes,Yes,Yes,No,No,No
1804,Yes,Yes,Yes,Yes,Yes,No,No,No
1805,Yes,Yes,Yes,Yes,Yes,No,No,No
1806,Yes,Yes,Yes,Yes,Yes,No,No,No
1807,Yes,Yes,Yes,Yes,Yes,No,No,No
1808,Yes,Yes,Yes,Yes,Yes,No,No,No
1809,Yes,Yes,Yes,Yes,Yes,No,No,No
1810,Yes,Yes,Yes,No,No,No,No,No
1811,Yes,Yes,Yes,Yes,Yes,No,No,No
1812,No,Yes,Yes,No,No,No,No,No
1813,Yes,Yes,Yes,Yes,Yes,No,No,No
1814,No,Yes,No,No,No,No,No,Yes
1815,Yes,Yes,Yes,Yes,Yes,No,No,No
1816,Yes,Yes,Yes,Yes,Yes,No,No,No
1817,Yes,Yes,No,Yes,Yes,Yes,No,No
1818,No,Yes,Yes,No,No,No,No,No
1819,No,Yes,Yes,Yes,Yes,No,No,No
1820,Yes,Yes,Yes,Yes,No,No,No,No
1821,Yes,Yes,Yes,Yes,Yes,No,No,No
1822,Yes,Yes,Yes,Yes,Yes,No,No,No
1823,Yes,No,No,No,No,No,No,No
1824,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1825,Yes,Yes,Yes,Yes,Yes,No,No,No
1826,No,Yes,Yes,No,Yes,No,No,No
1827,Yes,Yes,Yes,Yes,Yes,No,No,No
1828,Yes,Yes,Yes,Yes,Yes,No,No,No
1829,No,Yes,Yes,Yes,Yes,No,No,Yes
1830,Yes,Yes,Yes,Yes,Yes,No,No,No
1831,Yes,Yes,Yes,Yes,Yes,No,No,No
1832,Yes,Yes,Yes,Yes,Yes,No,No,No
1833,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1834,No,Yes,No,Yes,No,No,No,Yes
1835,Yes,Yes,Yes,No,No,No,No,Yes
1836,Yes,Yes,Yes,Yes,Yes,No,No,No
1837,Yes,Yes,Yes,Yes,Yes,No,No,No
1838,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1839,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1840,Yes,Yes,Yes,Yes,Yes,No,No,No
1841,Yes,Yes,Yes,Yes,Yes,No,No,No
1842,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1843,No,Yes,No,No,No,No,No,No
1844,Yes,Yes,Yes,Yes,Yes,No,No,No
1845,Yes,Yes,Yes,Yes,Yes,No,No,No
1846,Yes,Yes,Yes,Yes,Yes,No,No,No
1847,Yes,Yes,Yes,Yes,Yes,No,No,No
1848,Yes,Yes,Yes,No,Yes,No,No,No
1849,Yes,Yes,Yes,No,No,No,No,No
1850,No,No,Yes,No,No,No,No,No
1851,Yes,Yes,Yes,Yes,Yes,No,No,No
1852,No,Yes,No,No,No,No,No,No
1853,Yes,Yes,Yes,No,Yes,No,No,No
1854,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1855,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1856,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1857,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1858,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1859,Yes,Yes,Yes,Yes,Yes,No,No,No
1860,Yes,Yes,Yes,No,No,No,Yes,No
1861,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1862,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1863,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1864,Yes,Yes,Yes,Yes,Yes,No,No,No
1865,Yes,Yes,Yes,Yes,No,No,Yes,No
1866,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1867,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1868,No,Yes,Yes,No,Yes,Yes,No,No
1869,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1870,Yes,No,Yes,No,No,No,No,No
1871,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1872,Yes,Yes,Yes,Yes,Yes,No,No,No
1873,Yes,Yes,Yes,No,No,No,Yes,No
1874,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1875,Yes,Yes,Yes,Yes,Yes,No,No,No
1876,Yes,Yes,Yes,Yes,No,No,Yes,No
1877,Yes,Yes,Yes,Yes,Yes,No,No,No
1878,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1879,Yes,Yes,Yes,Yes,Yes,No,No,No
1880,Yes,Yes,Yes,Yes,No,No,No,No
1881,Yes,Yes,Yes,Yes,Yes,No,No,No
1882,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1883,Yes,No,Yes,No,No,No,No,No
1884,Yes,Yes,Yes,Yes,Yes,No,No,No
1885,Yes,Yes,Yes,No,Yes,No,No,No
1886,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1887,Yes,No,Yes,Yes,No,No,Yes,No
1888,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1889,Yes,Yes,Yes,Yes,Yes,No,No,No
1890,Yes,Yes,Yes,Yes,Yes,No,No,No
1891,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1892,Yes,Yes,Yes,Yes,Yes,No,No,No
1893,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1894,Yes,Yes,Yes,Yes,Yes,No,No,No
1895,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1896,Yes,Yes,Yes,Yes,Yes,No,No,No
1897,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1898,Yes,Yes,Yes,Yes,Yes,No,No,No
1899,Yes,Yes,No,Yes,Yes,No,No,No
1900,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1901,Yes,Yes,Yes,Yes,Yes,No,No,No
1902,Yes,Yes,Yes,Yes,Yes,No,No,No
1903,Yes,Yes,Yes,Yes,Yes,No,No,No
1904,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1905,Yes,Yes,Yes,Yes,No,No,Yes,No
1906,Yes,Yes,Yes,Yes,Yes,No,No,No
1907,Yes,Yes,Yes,Yes,No,No,No,No
1908,No,No,No,No,No,No,No,No
1909,Yes,Yes,Yes,Yes,No,No,Yes,No
1910,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1911,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1912,Yes,Yes,Yes,Yes,Yes,No,No,No
1913,Yes,Yes,Yes,Yes,Yes,No,No,No
1914,Yes,Yes,Yes,Yes,Yes,No,No,No
1915,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1916,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1917,Yes,Yes,Yes,Yes,No,No,No,No
1918,Yes,Yes,No,Yes,No,No,No,No
1919,No,Yes,Yes,No,Yes,No,No,No
1920,Yes,Yes,Yes,No,Yes,No,Yes,No
1921,Yes,Yes,Yes,Yes,No,No,Yes,No
1922,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1923,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1924,Yes,Yes,Yes,Yes,Yes,No,No,No
1925,No,No,Yes,No,No,No,No,No
1926,Yes,Yes,Yes,Yes,Yes,No,No,No
1927,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1928,Yes,Yes,Yes,No,Yes,No,No,No
1929,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1930,Yes,Yes,Yes,Yes,Yes,No,No,No
1931,Yes,Yes,Yes,Yes,Yes,No,No,No
1932,No,Yes,Yes,No,Yes,No,No,No
1933,Yes,Yes,Yes,Yes,Yes,No,No,No
1934,Yes,Yes,Yes,Yes,Yes,No,No,No
1935,Yes,Yes,Yes,Yes,No,No,No,No
1936,Yes,Yes,Yes,No,No,No,Yes,No
1937,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1938,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1939,Yes,Yes,Yes,Yes,Yes,No,No,No
1940,Yes,Yes,Yes,Yes,Yes,No,No,No
1941,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1942,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1943,Yes,Yes,Yes,Yes,Yes,No,No,No
1944,No,No,Yes,No,No,No,No,No
1945,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1946,Yes,Yes,Yes,Yes,Yes,No,No,No
1947,Yes,Yes,Yes,Yes,Yes,No,No,No
1948,Yes,Yes,Yes,Yes,Yes,No,No,No
1949,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1950,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1951,Yes,Yes,Yes,Yes,Yes,No,No,No
1952,Yes,No,Yes,Yes,No,No,Yes,No
1953,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1954,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1955,Yes,Yes,Yes,Yes,Yes,No,No,No
1956,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1957,No,Yes,Yes,Yes,Yes,No,No,No
1958,Yes,Yes,Yes,Yes,Yes,No,No,No
1959,Yes,Yes,Yes,Yes,Yes,No,No,No
1960,No,No,Yes,No,No,No,No,No
1961,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1962,Yes,Yes,Yes,Yes,Yes,No,No,No
1963,Yes,Yes,Yes,Yes,Yes,No,No,No
1964,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1965,Yes,Yes,Yes,Yes,Yes,No,No,No
1966,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1967,Yes,Yes,Yes,Yes,Yes,No,No,No
1968,Yes,Yes,Yes,Yes,Yes,No,No,No
1969,Yes,Yes,Yes,No,No,No,No,No
1970,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1971,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1972,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1973,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1974,Yes,Yes,Yes,Yes,No,No,Yes,No
1975,Yes,Yes,Yes,Yes,Yes,No,No,No
1976,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1977,Yes,Yes,Yes,No,No,No,No,No
1978,No,Yes,Yes,No,No,No,No,No
1979,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1980,No,Yes,Yes,No,Yes,No,No,No
1981,Yes,Yes,Yes,Yes,No,No,No,No
1982,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1983,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1984,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1985,Yes,Yes,Yes,Yes,Yes,No,Yes,No
1986,Yes,Yes,Yes,Yes,Yes,No,No,No
1987,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1988,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1989,Yes,Yes,Yes,Yes,Yes,Yes,No,No
1990,Yes,Yes,Yes,Yes,Yes,No,No,No
1991,Yes,Yes,Yes,Yes,Yes,No,No,No
1992,Yes,Yes,Yes,Yes,Yes,No,No,No
1993,Yes,Yes,Yes,Yes,Yes,No,No,No
1994,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1995,Yes,No,Yes,No,Yes,No,No,No
1996,Yes,Yes,Yes,Yes,Yes,No,No,No
1997,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1998,Yes,Yes,Yes,Yes,No,No,Yes,No
1999,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2000,Yes,Yes,Yes,Yes,Yes,No,No,No
