Sr.No,No_of_Bed,No_of_Bathroom,Area,Pets_allowed
3556,1.0,1.0,538.0,No
3557,4.0,2.0,1076.0,No
3558,2.0,1.0,,No
3559,1.0,2.0,269.0,No
3560,1.0,1.0,204.0,No
3561,1.0,1.0,269.0,No
3562,,,Studio,No
3563,,,,No
3564,,,,No
3565,1.0,1.0,323.0,Yes
3566,1.0,1.0,323.0,No
3567,3.0,,3.0,No
3568,4.0,1.0,,No
3569,1.0,1.0,280.0,No
3570,4.0,1.0,,No
3571,1.0,2.0,269.0,No
3572,,,,No
3573,2.0,1.0,344.0,No
3574,1.0,1.0,118.0,No
3575,1.0,1.0,538.0,No
3576,1.0,1.0,388.0,No
3577,,,,No
3578,4.0,1.0,,Yes
3579,1.0,1.0,161.0,No
3580,4.0,4.0,861.0,No
3581,3.0,,3.0,No
3582,1.0,1.0,226.0,No
3583,1.0,1.0,431.0,No
3584,1.0,1.0,129.0,No
3585,3.0,1.0,1087.0,No
3586,2.0,1.0,538.0,No
3587,1.0,2.0,419.0,Yes
3588,1.0,2.0,226.0,No
3589,3.0,3.0,1292.0,No
3590,,,,No
3591,1.0,1.0,193.0,No
3592,1.0,1.0,280.0,No
3593,1.0,1.0,237.0,No
3594,1.0,1.0,355.0,No
3595,2.0,2.0,,No
3596,1.0,1.0,,No
3597,1.0,1.0,452.0,No
3598,1.0,1.0,269.0,No
3599,,,,No
3600,1.0,1.0,129.0,No
3601,2.0,2.0,753.0,No
3602,2.0,1.0,248.0,No
3603,1.0,1.0,140.0,No
3604,1.0,1.0,377.0,No
3605,1.0,1.0,258.0,No
3606,1.0,1.0,139.0,No
3607,2.0,1.0,786.0,No
3608,1.0,1.0,215.0,No
3609,4.0,3.0,,No
3610,4.0,1.0,958.0,No
3611,2.0,2.0,452.0,No
3612,1.0,1.0,398.0,No
3613,2.0,1.0,,No
3614,4.0,3.0,2034.0,No
3615,3.0,2.0,44.0,No
3616,1.0,1.0,495.0,No
3617,2.0,1.0,431.0,No
3618,1.0,1.0,237.0,No
3619,1.0,1.0,398.0,No
3620,,,,No
3621,,,,No
3622,2.0,1.0,646.0,No
3623,2.0,1.0,646.0,No
3624,1.0,1.0,161.0,No
3625,3.0,1.0,1033.0,No
3626,3.0,2.0,592.0,No
3627,3.0,1.0,807.0,No
3628,3.0,1.0,904.0,No
3629,2.0,1.0,344.0,Yes
3630,1.0,1.0,151.0,No
3631,2.0,1.0,398.0,No
3632,1.0,1.0,,No
3633,3.0,1.0,1076.0,Yes
3634,2.0,,2.0,No
3635,2.0,1.0,861.0,Yes
3636,,1.0,,No
3637,1.0,1.0,161.0,No
3638,3.0,1.0,969.0,No
3639,3.0,1.0,,No
3640,1.0,1.0,258.0,No
3641,2.0,1.0,323.0,No
3642,1.0,1.0,538.0,No
3643,1.0,1.0,269.0,No
3644,2.0,1.0,570.0,No
3645,1.0,1.0,129.0,No
3646,2.0,2.0,753.0,No
3647,,,,No
3648,1.0,1.0,269.0,No
3649,1.0,1.0,301.0,No
3650,1.0,1.0,129.0,No
3651,,,,No
3652,3.0,1.0,,No
3653,1.0,1.0,,No
3654,2.0,1.0,646.0,No
3655,2.0,1.0,646.0,No
3656,2.0,2.0,323.0,No
3657,4.0,1.0,947.0,Yes
3658,1.0,1.0,269.0,No
3659,1.0,1.0,248.0,No
3660,4.0,1.0,969.0,No
3661,1.0,1.0,,No
3662,1.0,1.0,398.0,No
3663,1.0,1.0,226.0,No
3664,1.0,2.0,20.0,No
3665,2.0,1.0,388.0,No
3666,1.0,1.0,204.0,No
3667,1.0,1.0,377.0,No
3668,3.0,1.0,1076.0,Yes
3669,1.0,1.0,161.0,No
3670,5.0,1.0,1076.0,No
3671,1.0,1.0,538.0,No
3672,2.0,1.0,,No
3673,8.0,8.0,140.0,No
3674,1.0,1.0,291.0,No
3675,1.0,1.0,452.0,No
3676,1.0,1.0,215.0,No
3677,1.0,1.0,151.0,No
3678,1.0,1.0,194.0,No
3679,1.0,1.0,97.0,No
3680,2.0,2.0,775.0,No
3681,1.0,1.0,248.0,No
3682,2.0,1.0,484.0,No
3683,1.0,1.0,,No
3684,2.0,1.0,484.0,No
3685,1.0,1.0,291.0,No
3686,2.0,2.0,409.0,No
3687,3.0,1.0,840.0,No
3688,1.0,1.0,388.0,No
3689,2.0,2.0,549.0,No
3690,2.0,2.0,,No
3691,2.0,1.0,,No
3692,3.0,1.0,840.0,No
3693,2.0,1.0,1141.0,No
3694,,,,No
3695,1.0,1.0,355.0,No
3696,3.0,2.0,721.0,No
3697,3.0,3.0,,No
3698,1.0,1.0,,No
3699,5.0,4.0,4521.0,No
3700,4.0,3.0,3046.0,No
3701,1.0,1.0,,No
3702,4.0,2.0,,No
3703,2.0,1.0,646.0,No
3704,1.0,1.0,1023.0,No
3705,3.0,2.0,,No
3706,3.0,2.0,,No
3707,1.0,1.0,538.0,No
3708,2.0,1.0,,No
3709,2.0,1.0,753.0,No
3710,4.0,1.0,1615.0,Yes
3711,2.0,1.0,,No
3712,,,,No
3713,1.0,1.0,,No
3714,2.0,1.0,,No
3715,2.0,1.0,,No
3716,3.0,2.0,,No
3717,2.0,3.0,,Yes
3718,1.0,1.0,,No
3719,3.0,3.0,1615.0,No
3720,2.0,1.0,700.0,No
3721,1.0,1.0,807.0,No
3722,3.0,1.0,11.0,No
3723,3.0,1.0,1615.0,No
3724,1.0,1.0,431.0,No
3725,5.0,2.0,,No
3726,3.0,,,No
3727,2.0,2.0,,No
3728,5.0,2.0,3229.0,No
3729,2.0,2.0,1044.0,No
3730,3.0,1.0,,Yes
3731,5.0,4.0,,Yes
3732,4.0,3.0,65.0,No
3733,3.0,2.0,1141.0,No
3734,3.0,2.0,,No
3735,4.0,2.0,,No
3736,1.0,1.0,484.0,No
3737,1.0,1.0,,No
3738,1.0,1.0,,No
3739,1.0,1.0,624.0,No
3740,3.0,2.0,1507.0,No
3741,3.0,3.0,1808.0,No
3742,1.0,1.0,55.0,No
3743,,,,No
3744,1.0,1.0,645.0,No
3745,3.0,2.0,,No
3746,4.0,3.0,,Yes
3747,3.0,2.0,,No
3748,,,,No
3749,4.0,2.0,,No
3750,1.0,1.0,538.0,No
3751,2.0,1.0,646.0,No
3752,1.0,1.0,646.0,No
3753,4.0,2.0,,No
3754,,1.0,312.0,No
3755,1.0,1.0,840.0,No
3756,2.0,1.0,,No
3757,2.0,1.0,1076.0,No
3758,2.0,1.0,,No
3759,3.0,2.0,1292.0,No
3760,1.0,1.0,678.0,No
3761,3.0,2.0,,No
3762,,,,No
3763,2.0,2.0,,No
3764,2.0,1.0,11.0,No
3765,6.0,4.0,3821.0,No
3766,1.0,1.0,,No
3767,2.0,1.0,700.0,No
3768,1.0,1.0,65.0,No
3769,3.0,1.0,1292.0,No
3770,3.0,1.0,398.0,No
3771,2.0,2.0,,Yes
3772,6.0,3.0,1.0,No
3773,2.0,1.0,,Yes
3774,3.0,2.0,,Yes
3775,1.0,1.0,484.0,No
3776,4.0,2.0,,No
3777,1.0,1.0,,No
3778,2.0,2.0,1180.0,No
3779,Self-checkin,1.0,226.0,No
3780,1.0,1.0,549.0,No
3781,2.0,1.0,,No
3782,1.0,1.0,,Yes
3783,1.0,1.0,258.0,No
3784,3.0,3.0,1507.0,Yes
3785,3.0,3.0,,No
3786,4.0,2.0,,No
3787,2.0,2.0,,No
3788,,,,No
3789,2.0,2.0,,No
3790,2.0,2.0,,No
3791,,,,No
3792,6.0,3.0,,No
3793,,1.0,312.0,No
3794,,,,No
3795,2.0,2.0,,No
3796,3.0,3.0,,No
3797,2.0,2.0,,No
3798,2.0,1.0,1023.0,No
3799,3.0,2.0,6845.0,Yes
3800,1.0,1.0,,No
3801,2.0,1.0,646.0,No
3802,2.0,1.0,,No
3803,1.0,1.0,,Yes
3804,2.0,2.0,1023.0,No
3805,2.0,1.0,,No
3806,3.0,2.0,,No
3807,3.0,2.0,1.0,No
3808,1.0,1.0,,Yes
3809,1.0,1.0,646.0,No
3810,3.0,2.0,,No
3811,3.0,2.0,,Yes
3812,3.0,1.0,,No
3813,2.0,2.0,,Yes
3814,1.0,1.0,646.0,No
3815,2.0,2.0,1130.0,No
3816,1.0,1.0,,No
3817,1.0,1.0,645.0,No
3818,2.0,2.0,3767.0,No
3819,,,,No
3820,1.0,1.0,,No
3821,1.0,1.0,431.0,No
3822,2.0,1.0,700.0,No
3823,2.0,2.0,,No
3824,4.0,3.0,,Yes
3825,3.0,2.0,176.0,No
3826,6.0,2.0,1292.0,No
3827,4.0,3.0,,No
3828,4.0,3.0,,No
3829,,,,No
3830,2.0,2.0,883.0,Yes
3831,2.0,1.0,,No
3832,3.0,2.0,,No
3833,2.0,1.0,570.0,No
3834,2.0,1.0,1076.0,No
3835,4.0,3.0,,No
3836,4.0,3.0,,No
3837,2.0,1.0,1023.0,No
3838,1.0,1.0,,No
3839,2.0,1.0,829.0,No
3840,3.0,2.0,,No
3841,1.0,1.0,,No
3842,1.0,1.0,,No
3843,2.0,1.0,700.0,No
3844,2.0,1.0,,No
3845,3.0,2.0,,No
3846,1.0,1.0,,No
3847,2.0,1.0,,No
3848,1.0,1.0,,No
3849,1.0,1.0,,No
3850,3.0,2.0,1615.0,No
3851,2.0,1.0,,No
3852,1.0,1.0,,No
3853,2.0,1.0,,No
3854,2.0,1.0,700.0,No
3855,1.0,1.0,,No
3856,3.0,2.0,1938.0,No
3857,3.0,2.0,1076.0,No
3858,4.0,4.0,,No
3859,3.0,3.0,,No
3860,2.0,2.0,,No
3861,5.0,3.0,,Yes
3862,1.0,1.0,,No
3863,2.0,1.0,,No
3864,4.0,4.0,,No
3865,2.0,2.0,1399.0,No
3866,3.0,2.0,2153.0,No
3867,1.0,1.0,1615.0,No
3868,2.0,1.0,,No
3869,2.0,1.0,538.0,No
3870,2.0,1.0,,No
3871,2.0,1.0,,No
3872,2.0,2.0,2045.0,No
3873,1.0,1.0,538.0,No
3874,1.0,1.0,,No
3875,1.0,1.0,,No
3876,2.0,1.0,,No
3877,1.0,1.0,753.0,No
3878,3.0,2.0,,No
3879,3.0,3.0,1830.0,No
3880,3.0,2.0,3700.0,No
3881,1.0,1.0,,No
3882,1.0,1.0,,No
3883,1.0,1.0,,No
3884,1.0,2.0,,Yes
3885,2.0,2.0,1593.0,No
3886,3.0,2.0,1830.0,Yes
3887,4.0,2.0,,No
3888,1.0,1.0,753.0,Yes
3889,2.0,1.0,657.0,No
3890,1.0,1.0,,No
3891,3.0,2.0,,No
3892,2.0,1.0,11.0,Yes
3893,2.0,1.0,,No
3894,1.0,1.0,,No
3895,4.0,2.0,1076.0,Yes
3896,1.0,1.0,388.0,No
3897,2.0,1.0,1076.0,No
3898,2.0,2.0,915.0,No
3899,1.0,1.0,,No
3900,,,,No
3901,2.0,1.0,,No
3902,1.0,2.0,,No
3903,2.0,1.0,1076.0,No
3904,4.0,2.0,,Yes
3905,1.0,1.0,560.0,No
3906,3.0,2.0,,No
3907,2.0,1.0,,No
3908,3.0,2.0,969.0,No
3909,1.0,2.0,355.0,No
3910,4.0,3.0,2691.0,No
3911,2.0,1.0,775.0,No
3912,2.0,1.0,,No
3913,2.0,1.0,,No
3914,2.0,2.0,861.0,No
3915,1.0,1.0,,No
3916,4.0,3.0,,No
3917,2.0,2.0,,Yes
3918,1.0,1.0,355.0,No
3919,3.0,1.0,190.0,No
3920,3.0,1.0,2152.0,Yes
3921,1.0,1.0,1615.0,No
3922,2.0,2.0,1076.0,No
3923,2.0,2.0,861.0,No
3924,5.0,3.0,1.0,No
3925,,,,No
3926,2.0,1.0,915.0,No
3927,4.0,3.0,,No
3928,,,,No
3929,2.0,1.0,,No
3930,3.0,2.0,2260.0,No
3931,1.0,1.0,700.0,No
3932,3.0,3.0,,No
3933,,,,No
3934,3.0,3.0,,No
3935,3.0,1.0,1238.0,No
3936,4.0,2.0,,Yes
3937,2.0,1.0,,No
3938,1.0,1.0,,No
3939,2.0,2.0,,No
3940,1.0,1.0,,No
3941,2.0,2.0,,No
3942,2.0,2.0,,No
3943,1.0,1.0,527.0,No
3944,2.0,2.0,,No
3945,,,,No
3946,2.0,1.0,,No
3947,3.0,3.0,2691.0,No
3948,4.0,1.0,,No
3949,1.0,1.0,538.0,No
3950,1.0,1.0,431.0,No
3951,3.0,2.0,,No
3952,5.0,2.0,3229.0,No
3953,1.0,1.0,,No
3954,1.0,1.0,1076.0,No
3955,,,,No
3956,3.0,1.0,,Yes
3957,2.0,1.0,840.0,No
3958,4.0,2.0,,No
3959,3.0,1.0,,Yes
3960,2.0,1.0,,No
3961,2.0,2.0,1.0,Yes
3962,6.0,1.0,,No
3963,4.0,1.0,1.0,No
3964,6.0,3.0,1615.0,Yes
3965,3.0,1.0,1475.0,No
3966,10.0,10.0,,No
3967,4.0,4.0,1.0,No
3968,1.0,1.0,592.0,No
3969,2.0,1.0,1.0,No
3970,3.0,1.0,1.0,No
3971,,1.0,,No
3972,5.0,1.0,1.0,No
3973,3.0,1.0,1.0,No
3974,4.0,1.0,1.0,No
3975,6.0,4.0,1884.0,Yes
3976,6.0,3.0,,No
3977,1.0,1.0,1.0,No
3978,2.0,,1.0,No
3979,4.0,1.0,1.0,No
3980,,,1.0,No
3981,1.0,1.0,,No
3982,2.0,1.0,,No
3983,2.0,2.0,807.0,No
3984,2.0,1.0,1.0,No
3985,4.0,1.0,1.0,No
3986,3.0,2.0,1345.0,No
3987,4.0,1.0,,No
3988,1.0,1.0,323.0,Yes
3989,2.0,1.0,1.0,No
3990,10.0,10.0,,No
3991,2.0,2.0,754.0,Yes
3992,3.0,1.0,1.0,No
3993,3.0,1.0,1.0,No
3994,,1.0,1.0,No
3995,1.0,1.0,,No
3996,5.0,1.0,1.0,No
3997,4.0,5.0,2583.0,Yes
3998,1.0,1.0,,Yes
3999,1.0,1.0,1.0,No
4000,6.0,1.0,,No
4001,4.0,3.0,,Yes
4002,1.0,1.0,645.0,No
4003,1.0,1.0,1.0,No
4004,,1.0,915.0,No
4005,1.0,1.0,,No
4006,3.0,1.0,1.0,No
4007,7.0,2.0,,No
4008,4.0,1.0,1.0,No
4009,3.0,2.0,,No
4010,3.0,1.0,1.0,No
4011,,,,Yes
4012,2.0,1.0,1.0,No
4013,4.0,1.0,1.0,No
4014,3.0,1.0,1.0,No
4015,4.0,1.0,1.0,No
4016,1.0,1.0,538.0,No
4017,3.0,2.0,,Yes
4018,2.0,1.0,1.0,No
4019,3.0,1.0,1.0,No
4020,4.0,1.0,1.0,No
4021,1.0,1.0,538.0,No
4022,8.0,1.0,,No
4023,1.0,,1.0,No
4024,2.0,1.0,861.0,No
4025,3.0,1.0,1.0,No
4026,1.0,1.0,646.0,No
4027,4.0,1.0,1.0,No
4028,3.0,1.0,1.0,No
4029,3.0,1.0,,Yes
4030,7.0,2.0,,No
4031,2.0,1.0,1.0,No
4032,3.0,1.0,1.0,No
4033,4.0,1.0,1.0,No
4034,4.0,1.0,1.0,No
4035,1.0,1.0,1.0,No
4036,2.0,1.0,269.0,No
4037,3.0,1.0,1.0,No
4038,4.0,1.0,1.0,No
4039,5.0,1.0,,No
4040,,1.0,161.0,Yes
4041,1.0,1.0,323.0,No
4042,4.0,5.0,2475.0,Yes
4043,4.0,2.0,969.0,No
4044,2.0,3.0,1507.0,No
4045,4.0,1.0,1.0,No
4046,3.0,1.0,1.0,No
4047,1.0,1.0,688.0,No
4048,3.0,1.0,1.0,No
4049,2.0,2.0,1829.0,No
4050,4.0,1.0,1.0,No
4051,3.0,1.0,1.0,No
4052,5.0,1.0,,No
4053,5.0,1.0,1.0,No
4054,3.0,1.0,431.0,Yes
4055,1.0,1.0,484.0,No
4056,,1.0,1.0,No
4057,1.0,1.0,377.0,Yes
4058,,1.0,1.0,Yes
4059,10.0,10.0,,No
4060,2.0,3.0,1076.0,Yes
4061,4.0,1.0,1.0,No
4062,4.0,1.0,1.0,No
4063,2.0,1.0,,Yes
4064,3.0,2.0,2153.0,No
4065,1.0,1.0,,Yes
4066,4.0,1.0,1.0,No
4067,2.0,1.0,1.0,No
4068,,1.0,,Yes
4069,,,,No
4070,4.0,1.0,1.0,No
4071,1.0,1.0,,No
4072,,,,Yes
4073,4.0,1.0,1.0,No
4074,5.0,1.0,,No
4075,4.0,3.0,1367.0,Yes
4076,4.0,1.0,1.0,No
4077,4.0,1.0,1.0,No
4078,1.0,1.0,700.0,No
4079,4.0,1.0,1.0,No
4080,1.0,1.0,,Yes
4081,4.0,1.0,1.0,No
4082,2.0,2.0,861.0,No
4083,3.0,2.0,2153.0,No
4084,,1.0,1.0,No
4085,,,,No
4086,5.0,1.0,1.0,Yes
4087,3.0,1.0,1.0,No
4088,1.0,2.0,,No
4089,3.0,2.0,592.0,No
4090,4.0,2.0,1023.0,Yes
4091,2.0,1.0,861.0,No
4092,4.0,1.0,1.0,No
4093,2.0,,1.0,No
4094,2.0,2.0,753.0,No
4095,,1.0,1.0,No
4096,3.0,1.0,1.0,No
4097,4.0,1.0,1.0,No
4098,3.0,1.0,1.0,No
4099,1.0,,,No
4100,3.0,1.0,1.0,No
4101,4.0,1.0,1.0,No
4102,2.0,1.0,1.0,No
4103,,1.0,1.0,No
4104,2.0,1.0,600.0,No
4105,1.0,1.0,517.0,No
4106,3.0,1.0,1.0,No
4107,3.0,1.0,1.0,No
4108,3.0,1.0,1.0,No
4109,4.0,2.0,1076.0,No
4110,4.0,1.0,1.0,No
4111,5.0,1.0,1.0,No
4112,4.0,1.0,1.0,No
4113,5.0,1.0,,No
4114,1.0,1.0,215.0,No
4115,4.0,5.0,2799.0,No
4116,4.0,1.0,1.0,No
4117,2.0,1.0,2.0,Yes
4118,1.0,1.0,538.0,No
4119,2.0,1.0,646.0,No
4120,4.0,1.0,1.0,No
4121,4.0,1.0,1.0,No
4122,2.0,1.0,,No
4123,4.0,3.0,,Yes
4124,3.0,1.0,,Yes
4125,2.0,2.0,,No
4126,3.0,3.0,1291.0,No
4127,4.0,1.0,1.0,No
4128,2.0,2.0,850.0,Yes
4129,1.0,1.0,377.0,Yes
4130,3.0,1.0,1.0,No
4131,2.0,1.0,,Yes
4132,,1.0,1.0,No
4133,3.0,2.0,1615.0,No
4134,3.0,1.0,,No
4135,,1.0,,No
4136,3.0,1.0,1.0,No
4137,4.0,1.0,,No
4138,,1.0,344.0,No
4139,5.0,1.0,,No
4140,1.0,1.0,,No
4141,2.0,1.0,1.0,No
4142,4.0,1.0,1.0,No
4143,3.0,1.0,1.0,No
4144,2.0,1.0,1.0,No
4145,4.0,1.0,1.0,No
4146,2.0,1.0,,No
4147,2.0,2.0,646.0,No
4148,1.0,,1.0,No
4149,1.0,1.0,538.0,No
4150,4.0,1.0,1.0,No
4151,4.0,1.0,1.0,No
4152,3.0,1.0,1.0,No
4153,2.0,1.0,1.0,No
4154,3.0,2.0,1.0,Yes
4155,,1.0,1.0,Yes
4156,5.0,1.0,1.0,No
4157,1.0,1.0,807.0,No
4158,2.0,2.0,689.0,No
4159,3.0,4.0,,No
4160,4.0,1.0,1.0,No
4161,4.0,1.0,1.0,No
4162,4.0,1.0,1.0,No
4163,,1.0,1.0,No
4164,4.0,1.0,1.0,No
4165,2.0,1.0,807.0,No
4166,5.0,3.0,,No
4167,4.0,1.0,1.0,No
4168,4.0,1.0,1.0,No
4169,1.0,1.0,538.0,No
4170,3.0,1.0,,No
4171,6.0,1.0,,No
4172,1.0,1.0,1.0,No
4173,3.0,1.0,1.0,No
4174,1.0,2.0,,No
4175,5.0,1.0,,No
4176,4.0,1.0,1.0,No
4177,4.0,1.0,1.0,No
4178,2.0,1.0,,No
4179,4.0,1.0,1.0,No
4180,1.0,1.0,,No
4181,2.0,1.0,,Yes
4182,5.0,1.0,,No
4183,3.0,1.0,1.0,No
4184,4.0,1.0,1.0,No
4185,1.0,1.0,,No
4186,1.0,,1.0,No
4187,1.0,1.0,,No
4188,2.0,2.0,3025.0,No
4189,2.0,2.0,323.0,No
4190,2.0,,,No
4191,1.0,1.0,,Yes
4192,1.0,1.0,592.0,No
4193,1.0,1.0,582.0,No
4194,1.0,1.0,646.0,No
4195,1.0,1.0,484.0,No
4196,2.0,2.0,1615.0,No
4197,,,,No
4198,4.0,1.0,,No
4199,1.0,1.0,,Yes
4200,3.0,2.0,969.0,No
4201,1.0,1.0,,No
4202,,,,No
4203,3.0,1.0,538.0,Yes
4204,2.0,1.0,,No
4205,6.0,6.0,4306.0,Yes
4206,3.0,2.0,850.0,Yes
4207,1.0,1.0,603.0,No
4208,1.0,1.0,,No
4209,3.0,1.0,,No
4210,2.0,1.0,,No
4211,1.0,1.0,602.0,Yes
4212,1.0,1.0,,No
4213,3.0,3.0,2820.0,Yes
4214,1.0,1.0,699.0,No
4215,2.0,2.0,,No
4216,1.0,1.0,323.0,No
4217,2.0,2.0,657.0,No
4218,1.0,1.0,,No
4219,1.0,1.0,474.0,Yes
4220,2.0,2.0,,No
4221,1.0,1.0,,No
4222,1.0,1.0,689.0,No
4223,4.0,1.0,,No
4224,1.0,1.0,667.0,Yes
4225,2.0,1.0,,No
4226,3.0,3.0,,No
4227,2.0,1.0,,No
4228,3.0,1.0,,No
4229,2.0,2.0,,No
4230,7.0,7.0,,No
4231,5.0,5.0,,No
4232,6.0,6.0,,No
4233,5.0,5.0,,No
4234,3.0,1.0,,No
4235,5.0,2.0,,No
4236,3.0,1.0,,No
4237,1.0,1.0,,No
4238,3.0,1.0,,No
4239,9.0,5.0,,No
4240,6.0,3.0,,No
4241,5.0,2.0,,No
4242,2.0,2.0,,No
4243,3.0,1.0,,No
4244,2.0,1.0,,No
4245,2.0,2.0,,No
4246,5.0,2.0,,No
4247,6.0,4.0,,No
4248,,1.0,,No
4249,1.0,1.0,,No
4250,2.0,1.0,,No
4251,8.0,8.0,,No
4252,4.0,4.0,,No
4253,4.0,1.0,,No
4254,1.0,1.0,,No
4255,3.0,1.0,,No
4256,4.0,2.0,,No
4257,2.0,2.0,,No
4258,2.0,1.0,,No
4259,4.0,2.0,,No
4260,,1.0,1.0,No
4261,4.0,2.0,,No
4262,3.0,2.0,,No
4263,1.0,20.0,,No
4264,2.0,1.0,,No
4265,4.0,2.0,,No
4266,1.0,1.0,,No
4267,4.0,1.0,,No
4268,2.0,1.0,,No
4269,3.0,2.0,,No
4270,,1.0,,No
4271,1.0,1.0,,No
4272,3.0,1.0,,No
4273,7.0,7.0,,No
4274,3.0,1.0,,No
4275,2.0,1.0,,No
4276,8.0,8.0,,No
4277,2.0,2.0,,No
4278,1.0,1.0,700.0,No
4279,1.0,1.0,,No
4280,2.0,1.0,,No
4281,6.0,6.0,,No
4282,,1.0,,No
4283,3.0,1.0,,No
4284,6.0,,,No
4285,2.0,2.0,,No
4286,3.0,1.0,,No
4287,6.0,,,No
4288,1.0,1.0,,No
4289,3.0,2.0,,No
4290,2.0,1.0,,No
4291,1.0,1.0,,No
4292,6.0,4.0,,No
4293,8.0,3.0,,No
4294,7.0,3.0,,No
4295,6.0,2.0,,No
4296,5.0,2.0,,No
4297,5.0,3.0,,No
4298,6.0,3.0,,No
4299,5.0,3.0,,No
4300,2.0,1.0,,No
4301,2.0,3.0,667.0,No
4302,3.0,2.0,818.0,No
4303,6.0,6.0,,No
4304,6.0,,,No
4305,5.0,2.0,,No
4306,2.0,1.0,,No
4307,5.0,2.0,,No
4308,1.0,1.0,,No
4309,3.0,1.0,,No
4310,2.0,2.0,,No
4311,2.0,1.0,,No
4312,2.0,1.0,,No
4313,3.0,3.0,,No
4314,3.0,2.0,,No
4315,6.0,4.0,,No
4316,1.0,2.0,,No
4317,3.0,1.0,,No
4318,1.0,1.0,,No
4319,1.0,1.0,,No
4320,6.0,2.0,,No
4321,1.0,,,No
4322,4.0,2.0,,No
4323,5.0,2.0,,No
4324,3.0,2.0,,No
4325,3.0,2.0,,No
4326,2.0,1.0,,No
4327,2.0,2.0,,No
4328,6.0,3.0,,No
4329,5.0,3.0,,No
4330,3.0,1.0,,No
4331,5.0,3.0,,No
4332,7.0,3.0,,No
4333,1.0,1.0,,No
4334,5.0,5.0,,No
4335,2.0,1.0,,No
4336,,1.0,,No
4337,7.0,2.0,,No
4338,2.0,1.0,,No
4339,4.0,2.0,,No
4340,4.0,2.0,1.0,Yes
4341,4.0,1.0,,No
4342,2.0,1.0,,No
4343,1.0,1.0,,No
4344,4.0,1.0,,No
4345,3.0,1.0,,No
4346,2.0,2.0,800.0,No
4347,4.0,1.0,,No
4348,7.0,3.0,,No
4349,2.0,1.0,,No
4350,2.0,2.0,1025.0,No
4351,1.0,1.0,,No
4352,1.0,1.0,,No
4353,4.0,,,No
4354,2.0,2.0,,No
4355,2.0,1.0,,No
4356,6.0,7.0,,No
4357,,,,No
4358,8.0,8.0,,No
4359,4.0,2.0,,No
4360,7.0,4.0,,No
4361,6.0,3.0,,No
4362,7.0,4.0,,No
4363,3.0,4.0,,No
4364,2.0,1.0,1.0,Yes
4365,3.0,1.0,,No
4366,5.0,2.0,,No
4367,2.0,1.0,,No
4368,3.0,1.0,,No
4369,1.0,1.0,,No
4370,4.0,2.0,,No
4371,5.0,2.0,,No
4372,1.0,1.0,,No
4373,1.0,1.0,,No
4374,2.0,2.0,,No
4375,1.0,1.0,,No
4376,7.0,2.0,,No
4377,4.0,1.0,,No
4378,1.0,1.0,,No
4379,3.0,2.0,,No
4380,4.0,1.0,,No
4381,6.0,3.0,,No
4382,2.0,1.0,,No
4383,4.0,2.0,,No
4384,5.0,2.0,,No
4385,3.0,1.0,,No
4386,1.0,1.0,,No
4387,2.0,1.0,,No
4388,3.0,1.0,,No
4389,6.0,2.0,,No
4390,1.0,1.0,,No
4391,3.0,1.0,,No
4392,2.0,2.0,,No
4393,4.0,2.0,,No
4394,4.0,2.0,,No
4395,2.0,1.0,,No
4396,8.0,5.0,,No
4397,2.0,1.0,,No
4398,2.0,2.0,,No
4399,1.0,2.0,,No
4400,6.0,2.0,,No
4401,3.0,3.0,,No
4402,8.0,8.0,,No
4403,4.0,1.0,,No
4404,4.0,2.0,,No
4405,2.0,1.0,,No
4406,2.0,1.0,,No
4407,6.0,6.0,,No
4408,6.0,4.0,,No
4409,3.0,2.0,2002.0,Yes
4410,6.0,4.0,,No
4411,1.0,1.0,700.0,No
4412,2.0,1.0,,No
4413,4.0,1.0,,No
4414,5.0,2.0,,No
4415,6.0,,,No
4416,1.0,1.0,,No
4417,6.0,6.0,,No
4418,5.0,5.0,,No
4419,7.0,7.0,,No
4420,1.0,1.0,,No
4421,1.0,1.0,215.0,No
4422,6.0,2.0,,No
4423,3.0,1.0,,No
4424,7.0,2.0,,No
4425,2.0,2.0,,No
4426,2.0,1.0,1.0,No
4427,2.0,1.0,,No
4428,1.0,1.0,,No
4429,4.0,1.0,,No
4430,4.0,1.0,,No
4431,5.0,2.0,,No
4432,2.0,2.0,,No
4433,3.0,2.0,,No
4434,3.0,1.0,,No
4435,5.0,2.0,,No
4436,5.0,2.0,,No
4437,1.0,1.0,,No
4438,3.0,1.0,,No
4439,3.0,1.0,,No
4440,6.0,4.0,,No
4441,4.0,2.0,,No
4442,3.0,2.0,,No
4443,4.0,2.0,,No
4444,6.0,2.0,,No
4445,6.0,4.0,,No
4446,4.0,1.0,,No
4447,2.0,2.0,,No
4448,1.0,1.0,,No
4449,7.0,7.0,,No
4450,2.0,1.0,,No
4451,4.0,1.0,,No
4452,5.0,5.0,,No
4453,1.0,1.0,,No
4454,4.0,1.0,,No
4455,3.0,1.0,,No
4456,2.0,1.0,,No
4457,6.0,3.0,,No
4458,6.0,2.0,,No
4459,2.0,2.0,,No
4460,7.0,2.0,,No
4461,4.0,2.0,,No
4462,1.0,1.0,,No
4463,6.0,6.0,,No
4464,2.0,2.0,750.0,No
4465,1.0,2.0,,No
4466,2.0,1.0,,No
4467,,1.0,,No
